Sentence,Hyperbole,Metaphor
MORTGAGE SUBSIDIES would be targeted to more of the needy,0,1
"The Washington Redskins ' Joe Gibbs is one of those football coaches who sleeps in his office , so he is n't always up on current events",0,1
"With the Pledge , the furlough program and the ACLU , they pumped some genuine voter concerns into the election",0,1
"IBM will unveil products to smooth over computer network problems , sources said",0,1
"`` If I had 10 patients at the hospital , I 'd sleep over .",0,1
"Although the editorial mentioned the deficiencies of the traditional , peer - review method of funding university research , it nevertheless failed to grasp the underlying realities that now have impelled Congress to fund university projects directly",0,1
These pamphlets were among dozens written just after the Tulipmania by anti - speculative partisans attacking the speculative markets and especially futures trading,0,1
Who would n't sleep with strangers if they had the chance ?/.,0,1
The economic statistics flowing out of Washington last week were almost too good to be true,0,1
"As for fashion , Jackie said she 'd stick with plain",0,1
"Meanwhile , Congress is turning up the pressure on the FAA to fix O ' Hare 's problems",0,1
"A Converse ad promises , `` Athletes riding the - LRB - Energy - RRB - Wave can keep fresher legs , jump higher , run further .",0,1
"`` I was in the stands when it rained , '' said Victor Lespinasse , a floor broker for Dean Witter Reynolds , Chicago",0,1
"`` People are a little afraid to touch steels because they 've been up so much lately , '' said one dealer",0,1
"Mr. Dukakis met him at 6 a.m. in New York: two focused , disciplined men , already at work while others slept",0,1
Union Pacific Corp. has rolled two club cars into town to entertain Democrats,0,1
A recently proposed credit for Ecuador has yet to be completed and Brazil 's bank debt talks have dragged on for weeks longer than expected,0,1
The man who once slept on a cot in the back of his two - room clapboard office was now as powerful and well - known in the oil region as any sheik,0,1
"Besides if Mikhail Gorbachev wants to spend all those resources so the East bloc 's skaters and lugers can pump revenue into ABC , it 's fine with us",0,1
"Despite a general slump in much of the women 's apparel business these days , the prospectus indicates that Gitano has been flourishing , aided by new product lines and expansion of its retail distribution network",0,1
Mr. Carson even made a personal appearance to kick things off,0,1
"If the `` draft - dodger '' label had stuck , Sen. Quayle might well have taken Mr. Bush down with him",0,1
"The latest rumor yesterday was that International Business Machines Corp . , which earlier had been reported to be planning to license certain Next software programs , is cooling to the idea of using the programs extensively",0,1
"Mr. Miles has stepped up annual volume growth on several of Kraft 's brands to about 4 % a year from 1 % , largely through line extensions - - new versions of existing products",0,1
"Moreover , the latest resignations are bound to boost continuing efforts by White House intimates , Republican Party officials , aides to Vice President George Bush and others trying to convince President Reagan that Mr. Meese has become a major political liability and should step down",0,1
"He said GE 's strategy of targeting specific , lucrative niches in the semiconductor business is similar to Harris 's own strategy",0,1
"Fisher - Price Toys , a division of Quaker Oats Co . , rolled out a $ 225 kids ' camcorder this Christmas , a pricey departure from its mainstay line of preschool toys",0,1
"Later , he will inquire: `` Would you like to sleep here , or do you prefer the fresh air of the mosque ?",0,1
"Mr. Campeau has promised to name a Federated team to lead the new Federated - Allied unit , which could smooth much of the anxiety",0,1
"Asahi , fearing demand will exceed supply , at one point asked employees to refrain from drinking its `` Super Dry '' beer so that more would be available for sale to customers",0,1
"With yesterday 's announcement , Banner has only one more major piece of Rexnord targeted for sale , a plastics engineering business",0,1
"The main problem , though , is that 80 % of all retirement housing now on the market targets the wealthy - - yet that group makes up just 20 % of all elderly people , says Gordon M. Johnson , a Los Angeles retirement - housing specialist with Laventhol & Horwath , a Philadelphia - based accounting firm that studies real estate",0,1
"There is , of course , a long - established list of `` have '' and `` have not '' sports in the U.S . , but it is ironic that weightlifting ranks with the `` nots '' at a time when Americans are pumping iron in unprecedented numbers",0,1
"And , like Mr. Bush , he rests his platform on often untested optimism",0,1
"And when Mr. Dukakis 's 46 - minute address had ended - - as the confetti and the balloons rained down and jubilant delegates waved an estimated 10 , 000 American flags - - Mr. Jackson , his wife and family joined the Dukakis and Bentsen families on the platform",0,1
The money is flowing into the U.S. largely on its own volition because foreign capital can be better employed here than in the home countries,0,1
"Mr. Bush spent much of his time painting a sinister picture of his rival , whom he made seem to be three people rolled into one: Gov. Dukakis , President Carter and Vice President Mondale",0,1
"The new group targets 28 stocks that Zimbalist thinks represent the most undervalued candidates for takeover , leveraged buy - out , restructuring or leveraged recapitalization - LRB - basically an LBO that allows shareholders to retain a stake - RRB -",0,1
"If untreated , these immune - deficient mice usually die within four months , often with the same lung infection that kills humans suffering from AIDS",0,1
"And while RJR Nabisco Inc. has low - salt Ritz Bits crackers , Supermarkets General Corp. 's Pathmark is about to roll out its own no - salt version",0,1
"`` It would be much too much to say this will destroy either the parent company or Cosmos , '' says Dan Nielsen , an analyst with SBCI Securities - LRB - Asia - RRB - Ltd",0,1
You should drink a full eight ounces of water with your tablets,0,1
"The latest truce in the week - old battle , which has killed 188 and injured 534 , was arranged by Syrian President Assad and Iranian President Khamenei",0,1
"All NHTSA has to show for its efforts is a 1984 requirement that such vehicles , which are designed for use both on and off the road , prominently display labels warning that they do n't handle the same as cars and could roll over in certain maneuvers",0,1
"Less than three gallons of phosphorous trichloride , a component of the herbicide Lasso , escaped into the air when a `` rupture disk , '' designed to break when pressure built up in the tank , gave way Sunday morning , said a spokeswoman for the St. Louis - based Monsanto Co. unit",0,1
"On one occasion , intelligence sources say , a rebel band took its Stingers to the Soviet air base at Qandahar , set up shop not far from the end of the runway , blasted a few Soviet planes as they tried to take off laden with fuel and ammunition , then melted into the hills",0,1
"Major retailers have become very good at playing competing manufacturers against one another to obtain free display fixtures , cooperative advertising , extended payment terms and other concessions , as well as price discounts , he said",0,1
"The decision that Valerie would appear , he said , was made after the initial ads aired and favorable mail started pouring into K mart headquarters",0,1
"But rock - bottom discounters who stick to that philosophy limit themselves , he says , because `` We 'll always be a niche player for a certain type of client",0,1
"Like Mr. Bush , Mr. Dukakis wants to step up the use of `` clean '' natural gas by eliminating legal and regulatory barriers that block big gas users from bargaining directly with producers",0,1
"In the government bond market , which also was dragged sharply lower last week by the yen 's bumpy decline , yields crept up , after falling Saturday",0,1
"Capital has been flowing out of West German investments at an unprecedented rate , helping to explain why the Bundesbank has been raising interest rates in a bid to prop up the mark",0,1
"Our view is that the Russians and Cubans figured this out some time ago , which is why , despite Mr. Reagan 's occasional speeches , they never hesitated to pour advisers and war materiel by the ton into Nicaragua",0,1
"Paul Taylor Dance Company: These harbingers of spring kick off their annual Manhattan season tonight with the world premiere of `` Brandenburgs , '' danced to Bach 's Brandenburg Concerti No. 3 and 6",0,1
"In May , the Camden , N.J. - based soup maker will roll out a new line of 99 - cent frozen budget breakfasts , as well as a microwaveable Belgian waffle that required a tricky technological feat to make it palatable",0,1
"NASA engineers struggle to repair a small fuel line leak while Discovery remains on the launch pad: Pulling the shuttle back to the warehouse to fix it would be a humiliating blow for the space agency , which rolled it out to the pad on July 4 amid much fanfare",0,1
`` He could n't take being dragged in,0,1
A recession could trip up the Canadian dollar 's recovery and a resumption of the dollar 's decline against other major currencies would almost certainly drag the Canadian dollar down too,0,1
"The improvements have `` been a catalyst for other owners nearby to fix up their buildings too , '' adds David Fiederlein , the building agent",0,1
From the seminars flowed requests for help in updating substandard tanks,0,1
High prices will encourage farmers to forgo federal price supports next year in order to plant land that would have been idled in a support program,0,1
"`` We have n't successfully rolled back the frontiers of the state in Britain , '' she said in a recent speech , `` only to see them reimposed at a European level .",0,1
"At the opening gala , Mr. B dances the Penitent in `` El Penitente '' for the first time , Ms. T. essays the role of `` She Who Speaks '' for the first time , and Ms. P performs `` The Dying Swan '' for the umpteenth time",0,1
"Another 15 % ranked managing in a volatile domestic and world environment as toughest , while 10 % felt that developing - - and sticking to - - a long - range strategy is the biggest hurdle",0,1
"If Europe should be a region where merchandise moves freely , why should n't people flow freely ?/.",0,1
American technological prowess often lies in small companies such as Fusion that focus on narrow niche markets ; Japan 's technological might rests in mammoth conglomerates like Mitsubishi that want to do everything and have the deep pockets to do it,0,1
"The secrecy has frustrated analysts , reporters and lawmakers who have been anxious to examine the incentives and costs",0,1
West Point - Pepperell Inc. stepped up its attack on suitor William Farley with a lawsuit that seeks to block him from taking over the company,0,1
"But Mr. Bergen , still thinking about Dan Quayle , wants most to say in 1992 about a President Bush: `` He did n't die .",0,1
A Wall Street Journal story yesterday said sales of the company 's clot - dissolving drug TPA have cooled a bit from the fast pace in December,0,1
"In recent years , Drexel has poured far more resources into areas such as high - yield , `` junk '' bonds , merger and acquisition advice and mortgage - backed securities",0,1
"The indictment alleges that Ms. Myerson gave Justice Gabel 's daughter a $ 19 , 000 - a - year city job in exchange for fixing Mr. Capasso 's 1985 divorce case",0,1
"Hurricane Gilbert smashed into our island on Sept. 12 , leaving nearly half the homes destroyed or damaged , most of them without all or part of their roofing",0,1
Some Democrats already oppose the bill as too watered - down ; that sentiment could grow if Rostenkowski and Bentsen agree in talks next week to remove the plant - closing notification provision targeted by Reagan,0,1
The Pac - Man defense - - first used during the battle between Martin Marietta Corp. and Bendix Corp. in 1982 - - is named after the video game in which characters try to eat other characters before they get eaten themselves,0,1
"The once high - flying company stumbled in 1986 when competition intensified in the mainframe market , and it has been revamping its product line since then",0,1
"Yet when Mr. Blackwell asked Ms. Pfeiffer to relinquish her title to Cary Brokaw , the man she 'd hired to run marketing and distribution , she preferred to see the company dissolve",0,1
But there were stumbling blocks from the start,0,1
Saudi output has been creeping upward since it initiated a strategy last summer to chastise OPEC members who were pumping beyond their quotas,0,1
"Julian Pierce , a Lumbee Indian running for Superior Court judge in Robeson County , was killed Saturday",0,1
"But despite all , the economy keeps on rolling along",0,1
"One clue will be that the Idaho fescue , blue bunch wheat grass and pine grass growing in fields where fire returned nutrients to the soil will be as much as a foot taller than the meadows that escaped the flames",0,1
"The requirement not only limits the amount of capital that can be raised , but sometimes can drag down the price of previously issued shares",0,1
And reducing some folks to sleep,0,1
"CMS Energy in Jackson , Mich . , kicked things off Tuesday , announcing that its Consumers Power subsidiary will get a $ 60 million boost to 1988 earnings , courtesy of the changed rules",0,1
"After years of being out of work and on welfare , many of the unemployed now lack the ability or initiative to fill openings",0,1
"But in 1988 with the national debt at the same 53 % of GNP , he sees red ink destroying the economy",0,1
Some 16 % of surveyors for Zagat 's restaurant guide said they had felt the pinch and were eating out less often than last year,0,1
"In early adulthood , she stuck with the Democratic Party , joining the protests for civil rights in the South",0,1
"`` Competitors are kept out , and carters ' costs are kept down , '' says Mr. Kossler , who testified publicly in 1983 about one incident: A New York businessman got into the garbage - hauling business and quickly tried to grab customers from other carters by underbidding them",0,1
"And after 70 years of socialism , it is taking time for Soviet officials to grasp basic capitalist ideas , like profit and marketing , that are essential for the ventures ' success",0,1
"Separately , a Soviet news agency said as many as 15 , 000 Soviet troops were killed in the 8 1 2 - year war",0,1
"The rebuff touched off a panic at British Caledonian , where a bidding war was considered crucial to getting the highest price",0,1
"The approach is raising eyebrows in the cigarette industry , which generally refrains from attacking the competition by name",0,1
"Instead , he and others advise investors to stick to short - term municipal notes",0,1
"The confirmation of the money target did n't come as a surprise to the markets , especially after Bundesbank Vice President Helmut Schlesinger indicated last week that the central bank wants to stick to this goal",0,1
"Indeed , the very fact that Boeing , Airbus and a third company , McDonnell Douglas Corp . , are holding talks with the East bloc governments opens up possibilities that did n't exist in the days when the airlines of the region were expected to buy whatever noisy , fuel - guzzling , unreliable plane rolled off Soviet assembly lines",0,1
"One option being considered: Hire a clinic doctor as the company 's medical director in Wenatchee , partly to smooth relations",0,1
"Since introducing its first cooler in late 1985 , Seagram has grabbed a 36 % market share and with eight flavors on the market has kept increasing its revenue at the expense of others",0,1
"Instead of building a conventional , and immense , $ 300 million oil platform fixed to the sea floor , like Shell 's Bullwinkle platform in the Green Canyon , Placid completed a $ 20 million remodeling of a semisubmersible drilling rig and used so - called off - the - shelf technology for most of its system",0,1
"Also , our regulatory conceptions would suggest monetary - policy tools of the European central bank be designed so that they enabled effective targeting of the monetary variables without recourse to quantitative controls - LRB - or other direct interventions in financial markets - RRB -",0,1
"The Pentagon is standing firm , and is sticking to plans to buy the coal in five equally sized installments",0,1
"`` I found myself sleeping out on the steps in boot camp , '' he recalls",0,1
"But although negotiations have stalled , an agreement that would kill Shoreham while keeping Lilco whole is still likely , these persons said",0,1
"`` It 's so expensive to be over there , and if you have to absorb - LRB - overhead - RRB - expenses while operating at a loss , it 's going to make things very hard , '' he said",0,1
"Southdown Inc . , stepping up its efforts to take over Moore McCormack Resources Inc . , said it began soliciting consents to have Moore McCormack cancel its poison pill",0,1
"Foul weather delayed the regatta , but it finally took place on Jan. 2: `` It rained during the first race , rained and hailed during the second , and snowed during the third , '' Mr. Taylor wrote",0,1
"Instead , they seem to want to get dragged kicking and screaming into losing market share .",0,1
"But most will think , ' Haven 't I got enough to worry about already? ' and fall right back to sleep .",0,1
"It 's a great fare , but there 's a slight problem: Eastern does n't fly that route",0,1
"As a consequence , many migrants in the Midwest are sleeping in emergency shelters or tents",0,1
"And true to German tradition , the club has its own Stammtisch , a table at a local beer hall where club members gather once a week to drink and gab",0,1
"Meanwhile , the arrival of faster scanning systems at many grocery checkout counters means magazines have a little less time to grab the attention of shoppers",0,1
Traders attributed the light activity and the sharp drop in prices largely to investors ' reluctance to step off the sidelines before the election is over,0,1
"It is impolite to drink less than three glasses and , after the third , it is generally impolite for guests to linger",0,1
"FIAT S.P.A . , the Italian auto maker , said it agreed to step up its collaboration with CIA. TELEFONICA NACIONAL DE ESPANA S.A. of Spain in the manufacturing of telecommunications equipment",0,1
"When mixed with the blood of infected people , CBre3 sticks to the antibodies , causing a visually observable reaction",0,1
"In fact , though PAN embraces international investment , it is n't inclined to roll over for it",0,1
"The federal government and Morton Thiokol Inc. bought annuities totaling $ 7.7 million to settle legal claims by the survivors of four of the astronauts killed in the Challenger disaster , documents showed",0,1
"We should not deny the existence of abhorrent passages , but let us not pass over thousands of pages embodying tolerance , forgiveness and allembracing harmony , such as in `` The Brothers Karamazov '' and many others , and Dostoevsky 's speech commemorating the death of Pushkin in which he urged Russian national universality",0,1
"Unfortunately , `` Phantasm II '' also concerns a flying metal ball with speed - drill attachments , which affixes itself to one 's forehead and then drains the brain",0,1
"`` We are very pleased to put this issue to rest , '' Mr. Fish said",0,1
"At one of the technical sessions that led to the Managua meeting , Lenin Cerna , the notorious former state security chief and now vice - minister of the Interior Ministry , learned that a commercial jet carrying several Contras to Costa Rica from Honduras had touched down briefly in Managua",0,1
"The leader of a failed coup in August , who escaped from a Manila prison Saturday , called on his supporters in the military to `` act and act boldly .",0,1
"`` I 'm not sure if the Nikkei will hit 30000 , but there are n't many factors which will drag down the market , '' said Michio Takeuchi , president of the Tokyo Stock Exchange in a recent interview",0,1
"And that wo n't be for a while , because OS 2 is still missing a few pieces",0,1
"The bard of Les - Loges - en - Josas , France , Stephen Powelson , stands ready , able and more than merely willing to pour the first 14 , 300 lines into your ear , from memory - - and in classical Greek",0,1
"The payment is partly a goodwill gesture to help smooth negotiations with foreign bank creditors , bankers said",0,1
"But the West can also act in ways that will make things easier for Mr. Gorbachev to have his cake and eat it , too - - by granting him , in return for no more than that old favorite `` a relaxation of tension , '' concessions and advantages that will serve as functional substitutes for reform",0,1
"Afterward , Enrique `` Quique '' Galarza , Cojunto 's lively , goateed , 40 - ish lead singer , explained that he and his colleagues recently dissolved a pre - existing group and started Cojunto , so they do n't have any home turf dates either",0,1
"MORE FIRED MANAGERS strike out on their own , but many just strike out",0,1
"An investor group led by Steven and Mitchell Rales of Washington , D.C . , indicated willingness to sweeten its tender offer for Interco Inc. to $ 72 a share , or about $ 2.76 billion , if it can examine certain nonpublic Interco documents",0,1
"But in the intervening years , so much criticism has been poured upon Chamberlain 's failed policies that they have dissolved into caricature",0,1
"He 's done it in a quiet way , yet he 's been able to stick with it .",0,1
"Frank is a state - of - the - art guy , but he clings to the romantic notion that a woman ca n't be in love and sleep around at the same time",0,1
"`` We 've got a party here that 's prepared to withdraw , to step down , '' says Andrej Novak , a Slovene journalist and publisher",0,1
"A former major , he was kicked out of the army in 1979 for advocating the overthrow of the government",0,1
The four anchors `` are stepping over one another,0,1
"Some analysts , however , say that price increases are beginning to stick",0,1
"Someone flying straight and level at 9 , 000 feet ai n't hostile .",0,1
"But as long as Washington keeps pumping in those subsidies , the situation will remain stabilized , even improving a bit",0,1
"The report cooled bullish sentiment brought about by a smaller Brazilian crop this year , analysts said",0,1
"That deal , like the Minnesota Mining acquisition , was struck for purely strategic reasons ; it gave Hughes 40 % of the British market for military flight simulators",0,1
They went to sleep Wednesday night expecting the fourth consecutive month of good news about the U.S. merchandise trade deficit,0,1
"As previously reported , Eastern , locked in a longstanding labor - management feud , has contracted with Orion Air , a unit of Primark Corp . , to provide pilots to fly Eastern aircraft should contract talks end in a strike",0,1
"Yet the Germans stick to their principle , and refuse to use the words `` emigrants '' and `` foreigners '' for the ethnic - German families",0,1
Yet he kicked himself for not risking more,0,1
"`` P.O.V . '' kicks off tonight with `` American Tongues '' by Louis Alvarez and Andrew Kolker , and `` Acting Our Age '' by Michal Aviad",0,1
"On the other hand , the potential for the dollar to resume its recent slide if the trade report is disappointing raises the possibility that the Federal Reserve could push interest rates higher , both to boost the dollar and to cool the economy",0,1
And the Australians felt they could tinker with their beer without destroying that image,0,1
"Furthermore , pilots who fly American 's large fleet of 767s will be certified to fly the new 757s as well",0,1
But white students typically attend suburban schools ; minorities are stuck in struggling inner - city schools,0,1
"And now that the winter snows are melting along the Indo - Chinese border in the Himalayas , tension between the two Asian rivals is again rising",0,1
"But as the dispute over Nagorno - Karabakh has dragged on , the mood here has grown increasingly anti - Russian",0,1
"He wants to fix things , and he wants to be recognized .",0,1
"Sponsored by the Independence Institute of Colorado , `` Classrooms for the Free Society '' sought to assess something scarcely touched by the press , but which may decide the role America will play in the world within a decade or two",0,1
"Instead of playing the distance runners ' dreary game of sticking with the pack until the last lap or two , he ran off by himself early and dared the boys to catch him",0,1
"While Mr. Gorbachev preached togetherness yesterday , Romania was kicking Hungary 's ambassador out of the country",0,1
"In 1985 , we took a write - off to finance all this restructuring that knocked a third of our equity away",0,1
Soviet fears that the U.S. would establish a naval base in Sri Lanka evaporated,0,1
"Not only is this false , Mr. Bilzerian 's suit complains , but the league would n't play by his rules",0,1
The scenes two weeks ago of ordinary people in Krasnoyarsk verbally assaulting Mikhail Gorbachev because of the shortage of goods in the shops reflect how deep popular disappointment is over the results of `` perestroika '' thus far,0,1
"Typically , he says , a company that discovers irregularities asks the offending executive to resign without a pension or severance pay , and the affair is quietly smoothed over",0,1
"As it is , the current capacity utilization rate of about 83 % at the nation 's factories `` typically touches off a capital spending boom .",0,1
"`` If De Benedetti and Suez ca n't sleep in the same bed , they might divide the bedrooms , '' says Mr. Haspelslagh",0,1
"Jaime Rosenthal said he was stepping down as President Azcona 's economic adviser , but staying on as vice president",0,1
We 'll be kicked out the Front - Runners ' Club .,0,1
"Tighter credit could help narrow the trade deficit by cooling consumer spending , but high interest rates have bleaker implications for other areas , such as housing",0,1
"An extensive , six - year study at a Laguna Hills , Calif . , retirement community concluded that elderly women who had taken estrogen therapy at some point were about half as likely to die of stroke later",0,1
"In late May , a rumor spread through the city that the government would raise the price of rice , which has been fixed for years at 14 U.S. cents a pound",0,1
"Oh yes , you also get to pay $ 2 for a cup of coffee , around $ 35 for a cheeseburger lunch for two , and up to $ 1 , 500 a day for your place to sleep",0,1
"More recently , while on vacation in Hawaii , Mr. Franco 's teen - age son chose to sleep outside on the balcony of the family 's hotel room rather than endure the noise",0,1
Mr. Brown recently stepped down as president of the University of South Florida,0,1
"More ominously , Britain is boosting restrictions just when other European countries are knocking down barriers in anticipation of 1992 , the European Community 's target for removing remaining trade restrictions",0,1
"But entertainment flourished , with audio and video items logging the biggest quarterly increase in consumption - - $ 23.2 billion",0,1
"Indeed , the future health of the particle physics effort in the U.S. rests on the Superconducting Super Collider - LRB - SSC - RRB - project",0,1
"A young woman , dying of cancer , is killed by a doctor",0,1
U.S. defense analysts say the draft would create a mechanism to smooth out conflicts over design or work - sharing,0,1
"It razed the Sirri and Sasson platforms in the southern gulf , knocking out the command and control radar facilities of the Iranian military that come to bear on the Hormuz Strait choke point",0,1
Mr. Barakat of Smith Barney said the fact that Saudi Arabia production has jumped along with the other 12 OPEC members is a `` really negative '' sign because the kingdom had been a great proponent of sticking to quotas,0,1
Texas Air said the sale of the hourly New York - Boston - Washington shuttle is intended to pump cash into long - ailing Eastern,0,1
"I thought it happened during a Bush administration , but never mind , we 're ready to roll",0,1
"Ardshiel , which said it seeks a friendly acquisition , wo n't have an easy task grabbing its target should Quaker State resist",0,1
Authors are starting to grasp this simple fact,0,1
"What the West wants to achieve is stability and mutual security , and these can rest only on a foundation of open societies in which members are allowed freedom of self - expression and choice of governments",0,1
"John H. Rogers , chief information officer at Bank of Boston Corp . , where about three - quarters of the spreadsheet programmers use 1 - 2 - 3 , said: `` The market leader has stumbled",0,1
"As I drank water and ate for the first time in two days , my determination to continue the opposition crusade was strengthened",0,1
Refugees from Romania have been flooding into Hungary by the thousands,0,1
"Annual bike deaths average somewhere around 900 , and even if you do n't die playing your favorite sport you might land in the doctor 's office or emergency room",0,1
Junk - fund portfolio managers are rolling in new cash as investors pour money into high - yield - bond mutual funds,0,1
He also said some Indians had become `` very wealthy '' by pumping oil on reservation lands,0,1
But concern about inflation stepped up Friday when the Labor Department announced that employment increased strongly in July and that hourly earnings rose at a 6 % annual pace,0,1
`` Saudi Arabia just ca n't ride roughshod over a country like Algeria,0,1
"After being released , Ms. Gaitskill was sent to live with an aunt and uncle in New Jersey who quickly kicked her out",0,1
"One possible outcome , he says , might be for Pillsbury to strike a deal with Kraft , in which Kraft might pay stock and cash , then spin off the company 's Burger King unit",0,1
"After a power failure knocked out the elevators , he climbed up and down all those flights at mealtimes",0,1
"Also , suggestions that the Saudis are intent on rebuilding a once - huge offshore stockpile tended to `` strike some fear in some of the participants in this market , '' said Stephen W. Platt , a Chicagobased analyst for Dean Witter Reynolds Inc",0,1
He then kicks the pedestals out from under them,0,1
"He beat little girls , kicked captive prisoners in the face and collaborated in the murder of civilians , including 44 Jewish children who tried to hide in the village of Izieu. - RRB - / - RRB -",0,1
"To be fair , the blame for the passage of the Byrd amendment does not rest entirely with the Democrats",0,1
"You may withdraw cash temporarily from an individual retirement account and escape a tax or penalty , if you roll it all over into another IRA in 60 days",0,1
"Or passing the U.S. with 300 - mile - an - hour passenger trains , or with robots that mix chemicals in space",0,1
Soon they 'll also be able to fill their screens with photographs,0,1
"London , freed from foreign - exchange controls in 1979 , has become a world financial center , pumping more than twice as much money into the country now as North Sea oil",0,1
The rumor mill apparently kicked into gear after trade reports that a high - ranking Agriculture Department official had estimated that U.S. farmers would idle as many as eight million acres this year under the department 's 0 - 92 program,0,1
"More competition is on the way ; International Business Machines Corp. is expected to roll out a laptop soon to replace its PC Convertible , a near - total failure in the market",0,1
"Shares of Kloeckner - Humboldt - Deutz and Kloeckner - Werke , in which Kloeckner holds sizable stakes , as well as Deutsche Bank tumbled in the first few minutes of trading and dragged the whole market lower , brokers said",0,1
"If that figure sticks , the Air Force might be able to avoid further contract adjustments , sources say",0,1
And many disagreements drag on and on ; U.S. Trade Representative Clayton Yeutter 's decision Friday to seek a negotiated settlement in a dispute over rice imports rather than to launch an investigation shows how stubborn some issues can be,0,1
"`` The trick is to capture assets so that when - LRB - investors are - RRB - ready to roll out of a CD , the money 's already here .",0,1
"Nearly four - fifths of this increase would be absorbed by the rising cost of Social Security benefits and the cost of keeping outlays for defense and education even with inflation , as Mr. Bush has proposed",0,0
"Last year , Mexico claimed that the equivalent of 6 , 200 acres of poppies were destroyed , up from 5 , 900 acres the previous year",0,0
Now more brick has been knocked off .,0,0
"Camille 's father , Wolfy , former winner of the Indianapolis 500 , is driven to drink by the exploits of his ex - wife Rose , author of a feminist denunciation of the Daleys and the host of her own talk show",0,0
"`` If AT & T stepped back and looked at it , the place for them to make money is in licensing and controlling Unix , then networking everything under it .",0,0
"Tim Thiele , a Saskatchewan area manager for Ducks Unlimited , a conservation group , said thousands of small ponds where ducks nest and breed have evaporated",0,0
"If only employees would learn to `` prioritize and organize , '' corporate executives often argue , then tardy reports , missed deadlines and frantic late nights would disappear",0,0
But union leaders see hard - won national labor packages jeopardized by new competition for jobs as trade and capital controls dissolve and Europe 's 44 million union members become a common labor pool with widely divergent interests,0,0
We escaped from Vietnam on foot,0,0
ERG Resources Inc. said Australia 's Giant Resources Ltd. agreed to lend the company 43 million Canadian dollars - LRB - US $ 35.5 million - RRB - and provide security for a C $ 60 million gold loan planned by ERG,0,0
"In addition , Colgate concedes that Fab 1 Shot has `` minor '' problems dissolving in cold water",0,0
"Israeli soldiers attacked a group of Arab guerrillas who had entered Israel from Lebanon , and two soldiers and three guerrillas were killed",0,0
"On Friday , an analyst at another major commodity firm said he expects no more than 60 million acres to be planted to soybeans",0,0
"It 's true that the agency has permitted a rise in the Fed funds rate , the fee charged on reserves banks lend to one another",0,0
"By the time `` Trovatore '' stumbled in for the last time two weeks ago , only the Heimlich maneuver could have helped Franco Bonanome get through `` Di quella pira '' ; an old buzz saw , Fiorenza Cossotto , was rasping away at the gypsy 's music ; and Leona Mitchell drifted from pillar to pillar and all too often from the score",0,0
"`` If the merchandising segment had some sales growth that could flow down to the bottom line , that would be bullish as heck , '' he contends",0,0
"Kim Woo Choong , chairman of both the Daewoo group and Daewoo Shipbuilding , yesterday proposed that the government pump 500 billion won of capital into the partnership , with Daewoo contributing an additional 300 billion won",0,0
"`` If you 're an engineer , it 's better to get out and run an air - conditioner repair company - - or fix kettles , '' a European diplomat says",0,0
"The New York Stock Exchange composite index also touched a high since the crash but pulled back to close at 144.82 , up 0.28 but below its Oct. 21 level of 145.02",0,0
"`` If we had never done Calma , we 'd be better off , '' Mr. Welch concedes , adding: `` But if we had a policy of no acquisitions , we never would have touched Employers Reinsurance or RCA or Borg - Warner .",0,0
"`` Never drunk the stuff , '' snorts food industry executive Jorge Redmond",0,0
"You ca n't drink at all if you do n't order something to eat , and you ca n't drink in a restaurant bar , even if you do order something to eat",0,0
They danced and drank until 10 p.m. when the police broke up the festivities,0,0
Six days earlier the Members had passed the drug bill that so many of them are now promising voters will do something about the murder and violence that is destroying city neighborhoods,0,0
A motorcycle rider is 10 times more likely to die in an accident than an automobile driver. - RRB - / - RRB -,0,0
"The leads in the second performance - LRB - Ludmila Lopukhova and Simon Dow - RRB - were better than those at the premiere - LRB - Karin Averty and Jean - Charles Gil - RRB - , but there were more enjoyable performances from younger members of the company , such as Joanna Berman , Wendy Van Dyck and Mikko Nissinen , who danced the first act pas de trois on opening night , and Andre Reyes , who replaced the latter on the following afternoon",0,0
"The number of annual inspections remains unchanged , however , mainly because many more are targeted on the construction industry , where inspections require fewer manhours than they do in manufacturing",0,0
"After twice extending the loan 's maturity and pouring in another $ 10 million to keep TVX afloat , Salomon in early March abandoned attempts to sell the junk bonds",0,0
"Water is receding there , but in Bombay yesterday , torrential rains killed at least 14 people , and roads and rail links in the city were cut off",0,0
The leak and pump problems developed Friday soon after technicians began pouring more than half a million gallons of liquid hydrogen and liquid oxygen propellant into the spaceship 's external fuel tank on Launch Pad 39B,0,0
"Trapped inside , Mr. Boyle drowned",0,0
Instead of dancing they watch rock video .,0,0
"And although the firm has become involved in some hostile transactions in recent years , its representation of a major unsolicited bid by a foreign concern struck some takeover professionals as unusual",0,0
"Department stores nationwide are cutting back on apparel from such designers as Calvin Klein , Ralph Lauren and Liz Claiborne and instead filling racks with store brands",0,0
"Whether these dancers could ever meet the requirements of `` Raymonda Variations '' and `` Symphony in C , '' the ballets they danced in New York , is doubtful",0,0
"Spain has begun restoring the Seville monastery where Christopher Columbus rested between sailings , and where he lay buried for a quarter century after he died , as part of an $ 800 million extravaganza to commemorate his discovery of America",0,0
"At least 40 Arabs were killed in the incursion , and sources said as many as 20 guerrillas taken prisoner",0,0
"Moreover , it could eliminate U.S. dependency on overseas bases , since the lasers would be based on U.S. terra firma and the targeting systems would be space - based",0,0
